Maisons-Alfort,Pantin,19
Maisons-Alfort,Paris,17
Maisons-Alfort,Vitry-sur-Seine,9
Marseille,Montelimar,112
Marseille,Montpellier,122
Marseille,Nimes,89
Marseille,Toulon,51
Marseille,Valence,136
Merignac,Pessac,8
Metz,Nancy,50
Metz,Reims,121
Metz,Strasbourg,104
Metz,Troyes,160
Montauban,Pau,162
Montauban,Perpignan,164
Montauban,Pessac,134
Montauban,Toulouse,47
Montelimar,Montpellier,108
Montelimar,Nimes,72
Montelimar,Valence,42
Montpellier,Nimes,51
Montpellier,Perpignan,107
Montreuil,Nanterre,29
Montreuil,Neuilly-sur-Seine,21
Montreuil,Noisy-le-Grand,15
Montreuil,Pantin,10
Montreuil,Paris,20
Montreuil,Saint-Denis,17
Montreuil,Sarcelles,25
Mulhouse,Nice,471
Mulhouse,Strasbourg,81
Nancy,Strasbourg,114
Nancy,Troyes,159
Nanterre,Neuilly-sur-Seine,12
Nanterre,Noisy-le-Grand,36
Nanterre,Paris,26
Nanterre,Rouen,84
Nanterre,Rueil-Malmaison,8
Nanterre,Saint-Denis,19
Nanterre,Versailles,18
Nantes,Niort,102
Nantes,Poitiers,142
Nantes,Rennes,88
Nantes,Saint-Nazaire,54
Neuilly-sur-Seine,Paris,20
Neuilly-sur-Seine,Rueil-Malmaison,13
Neuilly-sur-Seine,Saint-Denis,16
Neuilly-sur-Seine,Sarcelles,25
Neuilly-sur-Seine,Versailles,22
Nice,Toulon,107
Nimes,Perpignan,130
Nimes,Valence,98
Niort,Poitiers,60
Niort,Tours,105
Noisy-le-Grand,Pantin,20
Noisy-le-Grand,Paris,24
Noisy-le-Grand,Reims,83
Noisy-le-Grand,Saint-Denis,25
Noisy-le-Grand,Troyes,111
Orleans,Tours,91
Orleans,Troyes,137
Orleans,Versailles,89
Orleans,Vitry-sur-Seine,88
Pantin,Paris,19
Paris,Rueil-Malmaison,29
Paris,Saint-Denis,21
Paris,Saint-Maur-des-Fosses,24
Pau,Perpignan,245
Pau,Pessac,138
Pau,Toulouse,134
Perpignan,Toulouse,136
Pessac,Toulouse,156
Poitiers,Tours,65
Reims,Roubaix,135
Reims,Troyes,86
Rennes,Saint-Nazaire,107
Roubaix,Tourcoing,8
Rouen,Versailles,87
Rueil-Malmaison,Versailles,17
Saint-Denis,Sarcelles,16
Saint-Denis,Versailles,30
Saint-Etienne,Valence,91
Saint-Etienne,Venissieux,51
Valence,Venissieux,67
Venissieux,Villeurbanne,16
Versailles,Vitry-sur-Seine,28
